userid,churn,age,rent_or_own,trivia_played,trivia_shared_results,trivia_view_unlocked,trivia_view_results,cards_share,cards_viewed,cards_helpful,cards_not_helpful,cards_clicked,has_used_mobile,has_used_web,used_android,used_ios,more_than_one_mobile_device,payfreq,loan_pending,withdrawn_application,paid_off_loan,did_not_accept_funding,zodiac_sign,un_linked_account,re_linked_account,cash_back_engagement,has_referred
977,0,39.0,na,1,1,37,1,0,40,0,0,4,1,1,1,0,0,Monthly,0,0,0,0,Capricorn,0,0,0.93,0
34475,0,38.0,na,0,0,2,0,0,6,0,0,1,1,0,0,1,0,Bi-Weekly,0,0,0,0,Capricorn,0,0,0.08,0
10821,0,32.0,na,0,0,0,0,0,251,0,0,8,1,0,1,0,0,Monthly,0,0,0,0,na,0,0,2.2,0
15489,0,27.0,R,0,0,47,0,0,92,0,0,0,1,0,1,0,0,Bi-Weekly,0,0,0,0,Cancer,0,0,1.27,0
31957,0,49.0,O,23,3,63,23,0,84,0,0,13,1,1,1,0,2,Monthly,0,0,0,0,Taurus,0,0,1.0,0
62328,0,26.0,R,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Monthly,0,0,0,0,Aries,0,0,1.97,0
30122,0,38.0,na,0,0,0,0,0,190,0,0,0,1,0,1,0,0,Bi-Weekly,0,0,0,0,Aries,0,0,2.13,0
20862,0,34.0,R,0,0,199,0,0,299,0,0,36,1,1,0,1,0,na,0,0,0,0,Gemini,0,0,2.23,1
41686,0,48.0,R,1,0,128,1,0,176,0,0,8,1,1,1,0,0,Weekly,0,0,0,0,Pisces,1,0,1.17,0
25314,0,25.0,R,6,1,11,6,0,24,0,0,5,1,1,0,1,0,Weekly,0,0,0,0,Scorpio,0,0,0.8800000000000002,1
26847,0,34.0,na,3,3,101,3,0,235,0,0,8,1,1,1,0,0,na,0,0,0,0,Aquarius,0,0,1.77,0
13298,0,32.0,R,0,0,34,0,0,84,0,0,3,1,1,0,1,0,Bi-Weekly,0,0,0,0,Gemini,0,0,1.0,1
25240,0,28.0,R,0,0,60,0,0,116,0,0,6,1,0,0,1,0,Semi-Monthly,0,0,0,0,Pisces,0,0,1.1,0
16662,0,42.0,na,0,0,23,0,0,35,0,0,2,1,1,1,0,2,na,0,0,0,0,Cancer,0,0,0.58,0
2252,0,49.0,na,50,0,61,50,0,220,0,0,5,1,1,0,1,2,Bi-Weekly,0,0,0,0,Cancer,0,0,2.07,0
43062,0,24.0,O,4,0,61,3,0,135,0,0,5,1,1,1,1,2,na,0,1,1,0,Taurus,0,0,1.37,1
27357,0,21.0,R,3,0,23,1,0,29,0,0,0,1,0,0,1,0,Bi-Weekly,0,0,0,0,na,0,0,0.5,0
59058,0,21.0,R,3,0,12,3,0,46,0,0,6,1,0,0,1,0,Bi-Weekly,0,0,0,0,Pisces,0,0,0.65,0
33897,0,32.0,R,0,0,5,0,0,0,0,0,0,1,1,0,1,0,Bi-Weekly,0,0,0,0,Cancer,1,0,0.0,0
41111,0,25.0,na,1,1,42,1,0,65,0,0,1,1,0,0,1,2,Bi-Weekly,0,0,0,0,Cancer,1,0,0.93,0
26112,0,30.0,na,0,0,76,0,0,247,0,0,6,1,0,0,1,2,Bi-Weekly,0,0,0,0,Virgo,1,0,1.87,0
39564,0,24.0,na,6,0,27,5,0,134,0,0,3,1,1,0,1,0,Bi-Weekly,0,0,0,0,Pisces,1,0,1.5699999999999998,1
29360,0,32.0,na,0,0,29,0,0,40,0,0,3,1,1,0,1,0,Bi-Weekly,0,0,0,0,Sagittarius,0,0,0.67,0
38636,0,32.0,na,1,1,14,1,0,39,0,0,8,1,1,1,1,2,Bi-Weekly,0,0,0,0,na,0,1,0.23,1
33564,0,31.0,R,0,0,0,0,0,167,0,0,1,1,1,0,1,3,Bi-Weekly,0,0,0,0,Cancer,0,0,1.8,0
24040,0,34.0,R,0,0,100,0,0,207,0,0,3,1,1,0,1,0,Bi-Weekly,0,0,0,0,Libra,0,0,2.13,0
41241,0,32.0,R,0,0,0,0,0,104,0,0,11,1,1,0,1,2,Semi-Monthly,0,0,0,0,Scorpio,1,1,1.6,0
20317,0,48.0,O,3,0,0,3,0,203,0,0,30,1,1,1,0,2,Weekly,0,0,0,0,Leo,0,0,2.1,0
12027,0,28.0,R,2,0,110,2,0,207,0,0,18,1,1,1,0,0,Bi-Weekly,0,0,0,0,Capricorn,1,0,1.87,1
57161,0,29.0,na,0,0,5,0,0,0,0,0,0,1,0,0,1,0,Bi-Weekly,0,0,0,0,Aries,0,0,0.06999999999999999,0
64285,0,24.0,na,0,0,1,0,0,0,0,0,0,1,0,0,1,0,Bi-Weekly,0,0,0,0,Scorpio,0,0,0.0,0
2677,0,59.0,O,57,8,87,56,0,243,0,0,33,1,1,0,1,0,Monthly,0,0,0,0,Libra,0,0,1.4300000000000002,1
19724,0,35.0,R,1,0,95,1,0,231,0,0,27,1,1,1,0,0,Weekly,0,0,0,0,Aries,0,0,1.93,1
977,0,39.0,na,1,1,37,1,0,40,0,0,4,1,1,1,0,0,Monthly,0,0,0,0,Capricorn,0,0,0.93,0
13015,0,20.0,na,0,0,141,0,0,175,0,0,1,1,1,0,1,0,na,0,0,0,0,Gemini,0,0,1.23,0
47199,0,30.0,na,0,0,0,0,0,5,0,0,4,1,1,0,1,0,Bi-Weekly,0,0,0,0,Pisces,0,0,0.13,0
53675,0,29.0,na,0,0,13,0,0,54,0,0,17,1,1,0,1,0,Semi-Monthly,0,0,0,0,na,1,0,0.27,1
45544,0,28.0,na,20,0,122,19,0,237,0,0,13,1,1,0,1,0,Bi-Weekly,0,0,0,0,Pisces,1,0,1.6,1
16951,0,29.0,R,3,0,162,3,0,187,0,0,15,1,1,0,1,4,Semi-Monthly,0,0,0,0,Capricorn,0,0,1.27,1
36595,0,35.0,O,25,2,78,24,0,148,0,0,90,1,0,1,0,0,na,0,0,0,0,Virgo,0,0,1.1,1
5848,0,41.0,na,1,0,156,1,0,256,0,0,25,1,1,0,1,0,na,0,0,0,0,Gemini,0,0,1.9,1
44339,0,39.0,na,0,0,1,0,0,26,0,0,1,1,0,0,1,0,Semi-Monthly,0,0,0,0,Virgo,1,0,0.03,0
37610,0,30.0,O,0,0,0,0,0,237,2,0,10,1,1,0,1,0,na,0,0,0,0,Libra,1,1,2.23,0
51281,0,28.0,na,0,0,0,0,0,3,0,0,0,1,1,0,1,0,na,0,0,0,1,Taurus,1,0,0.03,0
50014,0,20.0,R,0,0,0,0,0,9,0,0,0,1,0,0,1,0,Bi-Weekly,0,0,0,0,Libra,0,0,0.1,0
47708,0,37.0,na,0,0,0,0,0,16,0,0,3,1,0,1,0,0,Weekly,0,0,0,0,Cancer,0,0,0.3,0
18034,0,34.0,R,0,0,0,0,0,218,0,0,14,1,1,1,0,4,Monthly,0,0,0,0,Scorpio,0,0,2.2,0
44524,0,52.0,O,1,0,65,1,0,93,0,0,8,1,1,1,0,0,Bi-Weekly,0,0,0,0,Cancer,1,0,1.0,0
36357,0,28.0,na,0,0,15,0,0,29,0,0,0,1,1,0,1,0,Semi-Monthly,0,0,0,0,na,0,0,0.23,0
35249,0,35.0,R,0,0,0,0,0,234,1,0,10,1,1,1,0,0,Bi-Weekly,0,0,0,0,Taurus,0,0,2.23,0
39483,0,22.0,R,0,0,23,0,0,41,0,0,3,1,0,0,1,0,Bi-Weekly,0,0,0,0,Taurus,1,0,0.6,0
32419,0,54.0,na,0,0,0,0,1,15,0,0,2,1,1,1,1,2,Monthly,0,0,0,0,Gemini,0,0,0.27,0
48553,0,33.0,R,34,2,36,34,0,118,0,0,26,1,1,0,1,0,Bi-Weekly,0,0,0,0,na,0,0,1.17,1
52760,0,23.0,na,0,0,0,0,0,0,0,0,0,1,1,0,1,0,Bi-Weekly,0,0,0,0,na,0,0,0.0,0
26204,0,57.0,na,46,2,54,45,0,251,0,0,10,1,0,1,0,0,na,0,0,0,0,Aries,1,0,1.63,1
28015,0,28.0,na,8,7,31,7,0,62,0,0,3,1,0,1,0,0,Bi-Weekly,0,0,0,0,Sagittarius,0,0,0.8,0
51641,0,24.0,R,4,0,10,4,0,10,0,0,9,1,1,1,0,0,na,0,0,0,0,Pisces,0,0,0.6,1
25727,0,41.0,na,0,0,13,0,0,21,0,0,2,1,1,1,0,0,Bi-Weekly,0,0,0,0,Capricorn,0,0,0.67,0
50973,0,37.0,R,30,0,32,30,0,131,0,0,13,1,1,0,1,2,Semi-Monthly,0,0,0,0,Gemini,1,0,0.87,1
35010,0,36.0,na,55,1,104,54,0,282,0,0,16,1,1,1,0,0,Bi-Weekly,0,0,0,0,Cancer,0,0,2.07,1
54842,0,22.0,na,0,0,3,0,0,5,0,0,2,1,1,1,0,0,Monthly,0,0,0,0,Leo,1,0,0.03,1
51882,0,58.0,na,0,0,3,0,0,1,0,0,0,1,0,1,0,0,Bi-Weekly,0,0,0,0,Sagittarius,0,0,0.06999999999999999,0
37864,0,63.0,O,35,0,49,32,0,305,0,0,10,1,0,1,0,0,Monthly,0,0,0,0,Cancer,0,0,2.23,1
42757,0,28.0,R,13,1,42,13,0,190,0,0,14,1,1,0,1,0,na,0,0,0,0,Libra,0,0,2.1,0
13249,0,37.0,na,0,0,0,0,0,57,0,0,1,1,1,1,0,0,Bi-Weekly,0,0,0,0,Cancer,0,0,0.77,0
44444,0,29.0,na,1,0,48,1,0,145,0,0,14,1,1,1,0,0,na,0,0,0,0,Aquarius,1,0,1.2,0
8745,0,19.0,R,0,0,23,0,0,69,0,0,3,1,0,0,1,0,Bi-Weekly,0,0,0,0,Virgo,0,0,0.83,1
66427,0,50.0,na,0,0,1,0,0,0,0,0,0,1,1,1,0,0,Weekly,0,0,0,0,Cancer,1,0,0.03,0
46524,0,35.0,na,0,0,1,0,0,0,0,0,0,1,0,0,1,0,na,0,0,0,0,Gemini,0,0,0.0,0
11410,0,28.0,na,0,0,66,0,0,174,0,0,1,1,1,0,1,0,Bi-Weekly,0,0,0,0,Virgo,0,0,1.5699999999999998,0
26299,0,31.0,na,0,0,73,0,0,130,0,0,2,1,0,1,0,0,Bi-Weekly,0,0,0,0,Sagittarius,0,0,1.17,0
25756,0,28.0,R,1,0,112,1,0,234,0,0,9,1,0,1,0,2,na,0,0,0,0,Pisces,0,0,1.97,1
433,0,36.0,R,0,0,42,0,0,254,0,0,12,1,0,0,1,0,Weekly,0,0,0,0,Cancer,0,0,1.5699999999999998,1
19234,0,46.0,na,0,0,66,0,0,136,0,0,17,1,0,0,1,0,na,0,0,0,0,Sagittarius,0,0,0.0,0
37014,0,23.0,na,0,0,0,0,0,0,0,0,0,1,0,0,1,0,Bi-Weekly,0,0,0,0,Aries,0,0,0.0,1
41566,0,20.0,na,21,2,30,21,0,90,0,0,13,1,0,0,1,0,Weekly,0,0,0,0,Aquarius,1,0,1.0,1
34409,0,26.0,na,0,0,22,0,0,76,0,0,1,1,1,0,1,0,Weekly,0,0,0,0,Capricorn,0,0,0.06999999999999999,1
19938,0,36.0,na,0,0,0,0,0,156,0,0,32,1,1,1,0,0,Bi-Weekly,0,0,0,0,Libra,0,0,1.8,0
32932,0,20.0,O,0,0,0,0,0,23,0,0,2,1,0,0,1,2,Bi-Weekly,0,0,0,0,Cancer,0,0,0.23,0
53621,0,23.0,na,0,0,1,0,0,20,0,0,0,1,1,1,0,0,Semi-Monthly,0,0,0,0,Capricorn,0,0,0.06999999999999999,0
8272,0,41.0,na,1,0,34,1,0,70,0,0,0,1,1,0,1,0,Monthly,0,0,0,0,Taurus,0,0,1.1,0
44803,0,37.0,R,18,2,117,18,0,217,0,0,60,1,1,0,1,2,Weekly,0,0,0,0,Libra,0,0,1.4300000000000002,1
1619,0,44.0,na,0,0,41,0,0,72,0,0,4,1,1,1,0,0,Semi-Monthly,0,0,0,0,Aquarius,0,0,0.77,0
31903,0,46.0,na,0,0,73,0,0,220,0,0,5,1,1,1,0,0,Bi-Weekly,0,0,0,0,Cancer,0,0,1.73,1
2452,0,35.0,R,0,0,106,0,0,176,0,0,28,1,0,0,1,0,na,0,0,0,0,Pisces,0,0,1.63,1
11769,0,26.0,na,3,0,54,3,0,135,0,0,18,1,1,0,1,0,Weekly,0,0,0,0,Gemini,0,0,1.0,1
57686,0,37.0,na,0,0,0,0,0,18,0,0,0,1,1,0,1,0,Weekly,0,0,0,0,Sagittarius,1,0,0.5,0
23874,0,20.0,na,0,0,8,0,0,23,0,0,1,1,0,1,0,0,Bi-Weekly,0,0,0,0,na,0,0,0.37,0
62884,0,19.0,na,0,0,0,0,0,0,0,0,0,1,0,0,1,0,Weekly,0,0,0,0,Aquarius,0,0,0.0,0
14474,0,28.0,R,11,2,65,11,0,128,0,0,6,1,0,1,0,0,Bi-Weekly,0,0,0,0,na,0,0,1.63,0
62570,0,25.0,na,0,0,0,0,0,0,0,0,0,1,0,1,0,0,Semi-Monthly,0,0,0,0,Scorpio,0,0,0.0,0
51686,0,23.0,na,1,0,5,1,0,8,0,0,1,1,0,1,0,0,Bi-Weekly,0,0,0,0,Virgo,0,0,0.13,0
28675,0,36.0,R,0,0,0,0,0,209,0,0,24,1,0,0,1,0,Monthly,0,0,0,0,Libra,0,0,2.1,0
26545,0,29.0,R,6,1,182,5,0,300,0,0,28,1,1,1,0,0,Bi-Weekly,0,0,0,0,Gemini,0,0,2.23,0
64941,0,44.0,na,1,1,3,1,0,0,0,0,0,1,1,0,1,0,Monthly,0,0,0,0,Pisces,0,0,0.03,0
16467,0,35.0,R,0,0,0,0,1,178,4,0,17,1,1,0,1,0,Bi-Weekly,0,0,0,0,Libra,0,0,2.0,0
59462,0,26.0,na,0,0,12,0,0,25,0,0,0,1,0,0,1,0,Bi-Weekly,0,0,0,0,Libra,0,0,0.23,0
67326,0,28.0,na,0,0,1,0,0,0,0,0,0,1,0,0,1,0,Bi-Weekly,0,0,0,0,Virgo,1,0,0.03,1
11552,0,29.0,na,0,0,15,0,0,28,0,0,1,1,0,0,1,0,Weekly,0,0,0,0,Aries,0,0,0.43,0
8243,0,48.0,na,0,0,7,0,0,0,0,0,0,1,1,1,0,2,na,0,0,0,0,Cancer,0,0,0.16999999999999998,1
5704,0,24.0,na,0,0,34,0,0,119,0,0,4,1,1,0,1,0,Bi-Weekly,0,0,0,0,Cancer,0,0,0.83,0
62852,0,29.0,R,2,1,11,2,0,15,0,0,5,1,0,0,1,0,Semi-Monthly,0,0,0,0,Aquarius,0,0,0.75,0
21915,0,20.0,R,0,0,78,0,0,153,0,0,13,1,1,0,1,0,Bi-Weekly,0,0,0,0,Virgo,0,0,1.23,1
5994,0,50.0,R,7,0,115,7,0,257,0,0,6,1,0,0,1,0,Weekly,0,0,0,0,Aries,0,0,1.8,1
7040,0,42.0,R,61,3,81,60,0,302,0,0,133,1,1,0,1,0,Bi-Weekly,0,0,0,0,Taurus,0,0,1.97,1
69296,0,34.0,na,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Bi-Weekly,0,0,0,0,Cancer,0,0,0.0,0
21419,0,33.0,R,1,0,70,0,0,251,0,0,0,1,1,0,1,0,Bi-Weekly,0,0,0,0,Libra,0,0,2.17,0
69372,0,24.0,O,0,0,15,0,0,26,0,0,1,1,1,0,1,0,Bi-Weekly,0,0,0,0,Cancer,0,0,0.93,0
22497,0,36.0,O,0,0,39,0,0,84,0,0,11,1,0,0,1,0,na,0,0,0,0,Scorpio,0,0,0.83,1
51769,0,32.0,R,26,0,31,26,0,138,0,0,9,1,1,1,0,0,na,0,0,0,0,na,0,0,0.96,1
61150,0,25.0,na,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Bi-Weekly,0,0,0,0,Cancer,0,0,0.0,0
15817,0,48.0,na,0,0,68,0,0,128,0,0,31,1,1,1,0,0,Bi-Weekly,0,0,0,0,Pisces,0,0,1.27,1
17271,0,29.0,R,1,1,97,1,0,228,0,0,12,1,1,0,1,0,Weekly,0,0,0,0,Pisces,0,0,1.83,1
20499,0,19.0,na,0,0,23,0,0,24,0,0,0,1,0,0,1,0,na,0,0,0,0,Pisces,0,0,0.61,0
3115,0,38.0,R,0,0,0,0,4,179,0,0,19,1,1,1,0,2,Bi-Weekly,0,0,0,0,Aries,0,0,2.17,1
36264,0,33.0,R,0,0,30,0,0,60,0,0,6,1,1,1,0,0,na,0,0,0,0,Leo,0,0,0.87,0
17537,0,35.0,O,0,0,68,0,0,129,0,0,9,1,1,0,1,0,Weekly,0,0,0,0,Aquarius,0,0,1.93,0
46996,0,29.0,R,0,0,242,0,0,296,0,0,11,1,1,1,0,0,Bi-Weekly,0,0,0,0,Aquarius,0,0,1.97,1
176,0,29.0,R,0,0,43,0,0,89,0,0,8,1,1,1,0,0,Bi-Weekly,0,0,0,0,Scorpio,0,0,1.13,1
38793,0,22.0,na,1,0,2,1,0,5,0,0,0,1,0,1,0,0,Bi-Weekly,0,0,0,0,na,1,0,0.0,0
46014,0,26.0,R,17,0,121,17,0,244,0,0,27,1,1,1,0,0,Bi-Weekly,0,0,0,0,na,0,0,1.87,0
58384,0,23.0,na,0,0,12,0,0,24,0,0,3,1,0,0,1,0,na,0,0,0,0,Libra,0,0,0.75,0
2249,0,25.0,R,0,0,94,0,0,186,0,0,13,1,1,0,1,2,Bi-Weekly,0,0,0,0,Taurus,0,0,1.5699999999999998,1
54476,0,22.0,na,0,0,1,0,0,0,0,0,0,1,0,0,1,0,na,0,0,0,0,Aries,0,0,0.25,0
47371,0,27.0,R,4,0,83,4,0,139,0,0,9,1,0,0,1,0,Bi-Weekly,0,0,0,0,Sagittarius,0,0,1.23,1
34973,0,28.0,R,0,0,0,0,0,191,1,0,24,1,1,0,1,0,na,0,0,0,0,Virgo,0,0,2.0,1
66863,0,20.0,na,0,0,5,0,0,6,0,0,0,1,0,0,1,0,Bi-Weekly,0,0,0,0,Taurus,0,0,0.15,1
35153,0,40.0,na,0,0,24,0,0,36,0,0,2,1,0,0,1,0,Bi-Weekly,0,0,0,0,Taurus,0,0,0.43,0
42403,0,28.0,R,10,2,52,9,0,199,0,0,18,1,1,1,0,0,Weekly,0,0,0,0,Aries,1,0,1.77,1
52445,0,24.0,na,0,0,0,0,0,0,0,0,0,1,0,0,1,0,Weekly,0,1,0,0,Cancer,0,0,0.0,0
3707,0,50.0,R,53,0,65,52,0,276,0,0,42,1,1,1,0,0,Weekly,0,0,0,0,Cancer,0,0,1.87,1
65304,0,24.0,R,0,0,3,0,0,0,0,0,0,1,0,0,1,0,Bi-Weekly,0,0,0,0,na,0,0,0.5,0
473,0,25.0,na,0,0,52,0,0,105,0,0,8,1,0,0,1,0,Monthly,0,0,0,0,Libra,0,0,1.53,0
60781,0,26.0,na,0,0,0,0,0,0,0,0,0,1,0,0,1,0,Bi-Weekly,0,0,0,0,Libra,0,0,0.0,1
35810,0,34.0,na,0,0,34,0,0,41,0,0,0,1,1,0,1,0,Bi-Weekly,0,0,0,0,Sagittarius,0,0,0.73,1
45725,0,52.0,R,52,5,65,51,0,207,0,0,20,1,1,1,0,0,Weekly,0,0,0,0,Aries,0,0,1.93,1
6867,0,28.0,R,0,0,0,0,0,278,0,0,8,1,0,0,1,0,Weekly,0,0,0,0,Gemini,1,0,2.17,1
27613,0,25.0,na,2,0,11,2,0,130,0,0,14,1,1,0,1,0,Bi-Weekly,0,0,0,0,Virgo,0,0,1.53,1
23865,0,43.0,R,1,0,121,1,0,213,0,0,42,1,1,1,0,0,Weekly,0,0,0,0,na,0,0,1.5699999999999998,1
20193,0,20.0,R,18,2,105,17,0,171,0,0,11,1,0,1,0,0,Weekly,0,0,0,0,Aquarius,0,0,1.23,0
54083,0,31.0,R,20,1,35,20,0,121,0,0,14,1,0,0,1,0,Weekly,0,0,0,0,Cancer,0,0,0.73,0
39763,0,49.0,na,0,0,4,0,0,10,0,0,0,1,0,1,0,0,na,0,0,0,0,Libra,0,0,0.03,0
34867,0,28.0,na,0,0,28,0,0,56,0,0,1,1,1,0,1,0,Bi-Weekly,0,0,0,0,Sagittarius,0,0,0.7,0
40888,0,23.0,na,0,0,35,0,0,57,0,0,2,1,0,1,0,3,Bi-Weekly,0,0,0,0,Virgo,1,0,0.83,0
4384,0,20.0,na,0,0,70,0,0,140,0,0,6,1,0,0,1,2,Weekly,0,0,0,0,Virgo,0,0,1.4,0
39121,0,24.0,R,1,0,21,1,0,40,0,0,6,1,0,0,1,0,Bi-Weekly,0,0,0,0,Aries,1,0,0.4,0
34635,0,22.0,na,29,1,76,29,0,220,0,0,3,1,0,1,0,0,Semi-Monthly,0,0,0,0,Cancer,0,0,1.3,0
19142,0,29.0,O,0,0,0,0,0,250,0,0,62,1,1,0,1,0,na,0,0,0,0,Libra,0,0,2.57,0
65390,0,43.0,R,0,0,2,0,0,0,0,0,0,1,1,1,0,0,Bi-Weekly,0,0,0,0,na,0,0,0.06,0
47357,0,33.0,R,0,0,39,0,0,81,0,0,12,1,0,1,0,0,Weekly,0,0,0,0,Libra,0,0,0.9,0
7439,0,31.0,R,0,0,0,0,1,123,0,0,10,1,1,0,1,0,Bi-Weekly,0,0,0,0,Leo,0,0,1.0699999999999998,0
24459,0,33.0,O,12,4,367,9,0,325,0,0,44,1,1,1,0,2,Bi-Weekly,0,0,0,0,Gemini,1,0,2.23,1
40130,0,50.0,na,10,0,4,10,0,28,0,0,0,1,1,0,1,2,Monthly,0,0,0,0,Virgo,1,0,0.87,1
20401,0,37.0,na,0,0,53,0,0,175,0,0,0,1,0,1,0,2,Weekly,0,0,0,0,Leo,0,0,1.6,1
41959,0,32.0,na,0,0,30,0,0,86,0,0,4,1,1,1,0,0,Bi-Weekly,0,0,0,0,na,0,0,0.67,0
6721,0,29.0,R,0,0,147,0,0,250,0,0,8,1,1,0,1,0,Bi-Weekly,0,0,0,0,Taurus,0,0,1.83,0
5031,0,34.0,R,2,0,114,2,0,189,0,0,11,1,0,1,0,2,na,0,0,0,0,Libra,0,1,1.4,1
45886,0,26.0,na,0,0,30,0,0,39,0,0,6,1,0,1,0,0,Bi-Weekly,0,0,0,0,Leo,0,0,0.67,1
54410,0,37.0,O,2,0,37,2,0,71,0,0,9,1,0,0,1,0,Bi-Weekly,0,0,0,0,Sagittarius,0,0,0.86,1
42500,0,31.0,R,1,0,34,1,0,65,0,0,0,1,1,0,1,0,Monthly,0,0,0,0,Aquarius,0,0,0.87,1
69333,0,51.0,na,0,0,0,0,0,0,0,0,0,1,1,0,1,0,Bi-Weekly,0,0,0,0,Cancer,0,0,0.0,0
30948,0,59.0,R,1,0,50,1,0,123,0,0,11,1,0,1,0,0,Monthly,0,0,0,0,Capricorn,0,0,1.23,1
63360,0,35.0,na,0,0,1,0,0,0,0,0,0,1,0,1,0,0,Monthly,0,0,0,0,Pisces,0,0,0.0,1
23502,0,31.0,na,1,0,12,1,0,14,0,0,0,1,1,1,0,0,Bi-Weekly,0,0,0,0,na,1,0,0.27,1
30907,0,37.0,R,58,2,69,57,0,296,0,0,22,1,1,1,0,0,Weekly,0,0,0,0,Cancer,1,0,2.13,1
63529,0,27.0,na,0,0,0,0,0,8,0,0,1,1,0,1,0,0,Bi-Weekly,0,0,0,0,Taurus,0,0,0.27,0
7635,0,19.0,na,0,0,8,0,0,10,0,0,0,1,0,0,1,2,Bi-Weekly,0,0,0,0,Libra,0,0,0.28,0
14493,0,25.0,na,0,0,105,0,0,253,0,0,14,1,0,0,1,0,na,0,0,0,0,Aquarius,0,0,2.03,0
67211,0,27.0,na,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Bi-Weekly,0,0,0,0,Pisces,0,0,0.0,0
13241,0,34.0,R,3,0,86,2,0,180,0,0,14,1,0,0,1,2,na,0,0,0,0,Libra,0,0,1.6,0
54885,0,23.0,O,1,0,32,1,0,55,0,0,1,1,1,0,1,2,Semi-Monthly,0,0,0,0,Virgo,0,0,0.85,0
8060,0,25.0,R,0,0,123,0,0,212,0,0,7,1,1,1,0,0,Bi-Weekly,0,0,0,0,Scorpio,0,0,1.5,0
5115,0,26.0,R,1,0,69,1,0,183,0,0,10,1,0,0,1,0,Semi-Monthly,0,0,0,0,Cancer,0,0,1.63,0
64529,0,34.0,na,0,0,4,0,0,1,0,0,0,1,0,0,1,0,Bi-Weekly,0,0,0,0,Leo,0,0,0.67,0
51170,0,37.0,na,3,0,16,3,0,26,0,0,8,1,0,0,1,0,Bi-Weekly,0,0,0,0,Gemini,0,0,0.3,0
3829,0,35.0,R,18,0,84,17,0,242,0,0,7,1,0,1,0,2,Bi-Weekly,0,0,0,0,Cancer,0,0,1.7,1
67806,0,51.0,na,3,0,3,3,0,0,0,0,0,1,1,1,0,0,Bi-Weekly,0,0,0,0,Leo,0,0,0.25,1
58051,0,22.0,R,0,0,8,0,0,10,0,0,2,1,1,0,1,0,na,0,0,0,0,Virgo,0,0,0.4,1
6599,0,23.0,na,0,0,34,0,0,75,0,0,14,1,1,1,0,2,Weekly,0,0,0,0,Taurus,1,0,0.73,1
20885,0,20.0,na,2,0,5,2,0,6,0,0,2,1,0,1,0,0,na,0,0,0,0,na,0,0,1.0,1
10079,0,36.0,O,0,0,96,0,0,115,0,0,16,1,1,0,1,0,Bi-Weekly,0,0,0,0,Cancer,1,0,1.27,1
14627,0,37.0,R,1,1,41,1,0,87,0,0,10,1,0,0,1,0,na,0,0,0,0,Sagittarius,0,0,0.67,0
6331,0,21.0,R,12,1,125,12,0,218,0,0,29,1,0,0,1,2,Weekly,0,0,0,0,Sagittarius,0,0,1.53,0
20202,0,32.0,na,0,0,34,0,0,75,0,0,3,1,1,0,1,0,na,0,0,0,0,Leo,0,0,0.77,1
52081,0,56.0,na,0,0,9,0,0,10,0,0,3,1,1,1,0,0,Bi-Weekly,0,0,0,0,Taurus,0,0,0.38,0
31559,0,30.0,na,0,0,84,0,0,209,0,0,2,1,0,0,1,2,Bi-Weekly,0,0,0,0,Taurus,1,0,1.77,1
36750,0,21.0,R,5,0,68,4,0,151,0,0,13,1,1,1,0,2,Bi-Weekly,0,0,1,0,Aries,0,0,1.53,1
46910,0,38.0,R,15,2,44,15,0,217,0,0,21,1,0,0,1,0,Bi-Weekly,0,0,0,0,Aries,0,0,1.73,1
42291,0,41.0,na,0,0,19,0,0,39,0,0,0,1,1,0,1,0,Bi-Weekly,0,0,0,0,Cancer,0,0,0.5700000000000001,0
23417,0,42.0,na,0,0,8,0,0,24,0,0,7,1,1,1,0,0,Weekly,0,0,0,0,Cancer,0,0,0.27,1
38281,0,32.0,R,0,0,183,0,0,160,0,0,55,1,0,0,1,0,Semi-Monthly,0,0,0,0,Cancer,0,0,1.1,1
48453,0,26.0,R,21,2,101,21,0,180,0,0,41,1,1,0,1,0,Bi-Weekly,0,0,0,0,Gemini,1,0,1.53,1
67336,0,47.0,na,0,0,0,0,0,0,0,0,0,1,1,1,0,0,Bi-Weekly,0,0,0,0,Aquarius,0,0,0.0,0
7574,0,39.0,O,0,0,0,0,0,210,1,0,16,1,1,1,0,0,Weekly,0,0,0,0,Aquarius,0,0,2.1,0
380,0,19.0,na,0,0,27,0,0,56,0,0,0,1,0,0,1,0,Bi-Weekly,0,0,0,0,Virgo,0,0,0.77,0
16026,0,30.0,R,0,0,0,0,0,201,0,0,14,1,0,0,1,0,Bi-Weekly,0,0,0,0,Taurus,0,0,2.07,0
42359,0,31.0,R,0,0,0,0,0,39,0,0,0,1,0,0,1,0,Bi-Weekly,0,0,0,0,Virgo,0,0,0.67,1
35232,0,28.0,R,0,0,83,0,0,224,0,0,13,1,1,0,1,0,Bi-Weekly,0,0,0,0,Taurus,0,0,1.77,1
24304,0,38.0,R,0,0,19,0,0,284,0,0,5,1,1,1,0,0,na,0,0,0,0,Pisces,0,0,2.33,0
8789,0,32.0,R,0,0,0,0,0,252,0,0,21,1,1,0,1,0,Semi-Monthly,0,0,0,0,Virgo,0,0,2.57,0
