Id,longitude,latitude,median_age,total_rooms,total_bedrooms,population,households,median_income,median_house_value
13023,-118.43,34.18,25,3830,1105,2328,1017,26238,210000
6150,-118.27,33.82,33,1596,337,1650,329,43686,173500
7215,-122.28,37.87,52,1233,300,571,292,22788,182300
13935,-123.24,38.7,38,1460,311,569,176,27171,131300
7596,-117.82,33.66,24,4227,641,1605,589,64238,278400
1937,-117.9,33.74,24,2932,955,5516,911,27535,111000
16299,-118.32,34.07,52,2980,366,967,359,112185,500001
580,-118.02,33.92,34,1478,251,956,277,55237,185300
14219,-118.12,34.06,25,1526,388,1304,378,31892,214700
2493,-119.72,34.41,26,1648,378,954,405,32895,335000
478,-117.88,33.9,15,1705,478,759,479,35333,114400
7659,-117.98,33.76,23,1553,518,1988,474,21375,150000
56,-117.9,33.65,30,2196,486,1131,460,44135,272300
9870,-117.11,32.76,28,1457,397,672,342,19799,122700
19079,-117.65,34.02,9,2107,411,1138,389,44042,159100
13558,-120.1,36.66,19,2020,416,1341,360,17000,69000
14855,-118.37,34.14,8,4382,1560,2138,1411,35714,197900
9761,-118.02,33.94,23,4815,1081,3232,1016,34880,191800
2285,-118.25,33.93,36,2452,734,2664,667,9298,100000
15482,-122.07,37.34,35,1172,184,512,175,73561,500001
19349,-120.44,34.64,8,787,126,446,133,46022,163400
12351,-118.43,34.26,30,1246,373,1990,369,35104,140900
9628,-117.41,33.94,29,3181,714,1603,706,32500,112500
13167,-118.08,33.86,29,3260,783,1969,737,35268,215500
5041,-122.44,37.77,52,5604,1268,2023,1196,44085,400000
11260,-118.22,33.98,27,1095,340,1300,318,26548,123200
6316,-117.21,34.12,32,1677,354,1021,339,36853,90900
5700,-118.5,34.23,26,3082,573,1590,586,45167,319000
19304,-117.88,33.84,25,1781,349,918,378,39286,262700
11119,-121.95,37.24,32,1382,239,705,251,60957,405400
13045,-122.52,37.94,18,1804,284,600,241,59582,500001
6836,-117.03,33.12,25,3142,446,1286,419,54663,248300
19121,-118.03,33.78,26,2001,302,836,298,51061,257500
6024,-122.25,37.81,29,4656,1414,2304,1250,24912,257800
11931,-118.42,34.01,33,2731,535,1280,510,47083,420100
8404,-116.92,32.82,34,1765,284,772,282,50118,165300
2655,-118.17,34.02,33,346,103,488,107,18681,112500
3139,-121.15,40.25,14,5156,880,616,281,33462,145200
20224,-122.45,40.85,20,2701,573,892,358,27736,107800
18679,-118.13,34.1,26,3050,825,2153,772,31103,214100
16925,-121.33,38.67,17,2683,704,1410,659,19620,130200
18446,-118.02,34.14,31,6854,1578,4131,1524,35878,222800
8521,-120.44,34.97,22,1619,360,1509,384,17941,110300
3577,-118.56,34.21,13,8327,1849,4126,1773,37313,189800
3856,-122.29,37.9,52,2657,500,1131,489,44286,234900
15934,-117.89,33.87,32,1569,422,835,386,30465,148900
3427,-118.35,34.08,52,1710,350,727,355,45833,333900
5107,-118.3,33.74,20,2625,673,1184,606,39167,285200
1112,-122.37,37.59,52,2272,403,963,376,57245,500000
8051,-117.81,33.82,22,2898,335,1057,324,108111,500001
11114,-122.19,37.84,18,1617,210,533,194,116016,392600
9682,-118.15,34.12,49,1789,288,848,311,60199,500000
6231,-119.27,34.44,22,3527,711,1483,640,27019,234700
1344,-122.87,38.62,52,1514,348,767,354,21903,160000
630,-122.25,37.79,52,1339,391,1086,363,21810,138800
4784,-118.18,34.01,42,1845,497,2191,492,23462,127300
13419,-116.37,33.72,17,8626,1859,3497,1337,33120,121300
16840,-122.1,37.66,35,686,142,480,149,38750,162100
8681,-117.82,34.05,21,4031,923,2558,834,31641,117300
6435,-118.06,34.11,39,2603,547,1196,487,30854,248700
10436,-121.97,37.24,35,2553,533,1117,498,44063,436100
12609,-118.3,34.08,34,2501,1047,3326,970,18771,247500
20338,-122.41,37.79,52,6016,2509,3436,2119,25166,275000
18690,-117.87,34.09,36,1267,191,640,200,52405,220000
17819,-120.06,36.94,19,901,183,700,190,22375,64300
18855,-122.41,37.79,52,3610,1286,1504,1047,32059,500001
10153,-118.08,33.96,34,1431,310,1162,288,43690,165400
17112,-119.55,36.52,31,1986,417,1042,422,30294,70200
19453,-121.97,37.95,8,4253,709,1883,662,54310,246700
2328,-118.91,35.24,29,2888,753,2949,699,17716,45500
19847,-117.89,33.91,33,1264,224,527,227,37321,216500
8286,-121.5,38.57,45,858,254,510,200,10114,80000
10163,-121.32,38.03,25,2474,513,1947,524,25742,98400
9671,-117.67,34.03,20,8561,1411,4861,1450,47055,165500
6309,-118.56,34.17,35,2987,391,1244,387,71322,500001
19541,-122.28,37.88,52,1909,416,811,406,30059,227900
18504,-118.12,34.05,32,3775,786,2416,792,36625,247600
18864,-117.28,33.2,11,1472,261,1012,285,42100,175600
12809,-121.67,36.58,11,5892,837,2327,812,61551,291800
12699,-117.75,33.6,5,4944,1164,1727,948,49000,255600
10563,-117.29,34.03,9,8185,1525,3630,1466,41666,197700
9097,-117.07,32.63,40,1706,322,796,303,35583,154900
9693,-118.44,33.88,35,2020,451,724,399,66494,500001
5629,-122.26,38.11,52,1560,353,670,287,17411,98400
16791,-121.42,38.22,35,1507,313,868,283,20284,96300
18585,-117.39,33.95,35,1599,284,721,287,41250,120700
17301,-117.85,33.89,22,4020,655,1486,635,59639,262300
5579,-122.17,37.75,37,1379,287,835,259,24962,91800
16761,-117.12,34.1,40,96,14,46,14,32708,162500
20393,-122.01,37.25,31,1574,193,551,191,102311,500001
1876,-121.44,38.57,52,3080,545,975,495,37760,164500
14683,-118.29,34.0,52,1319,295,898,271,27727,128600
10216,-117.9,34.07,35,1646,294,1056,280,30550,172000
10307,-118.3,34.17,16,1353,398,1211,357,31551,205000
4020,-118.28,34.08,39,3162,896,1934,818,28750,213500
17621,-120.99,37.61,39,512,132,443,127,12857,60000
12228,-121.35,38.28,17,2756,557,1986,530,32234,82000
8690,-120.6,35.6,13,4461,764,1795,640,44750,206900
19653,-121.95,37.74,19,5721,837,2653,813,62631,266000
9223,-117.69,33.47,23,3499,722,1480,634,38600,300000
15508,-118.29,33.91,28,1501,446,1028,418,23043,177500
6295,-117.28,35.13,32,671,166,856,114,26477,53300
6747,-117.4,34.07,28,2879,659,1661,554,20660,88100
19652,-121.34,38.69,17,1968,364,996,331,37031,114300
4641,-118.23,33.99,37,378,176,714,156,21911,112500
9126,-119.02,35.35,42,1239,251,776,272,19830,63300
17050,-119.38,36.53,38,1281,297,1423,293,19602,51400
15683,-117.19,33.41,16,3031,554,1301,518,40881,296100
3587,-118.39,33.86,24,2386,582,1152,568,48971,400700
9091,-119.09,34.22,8,40,10,309,16,40208,52500
11335,-117.92,33.67,14,6224,1679,3148,1589,42070,430900
14060,-117.92,34.1,35,2994,603,1933,561,40052,160700
956,-122.33,40.47,30,2502,523,1296,481,21250,66100
5122,-122.69,38.35,16,1689,254,921,270,44444,191800
19974,-121.96,37.84,29,7479,977,2744,943,75139,398200
17017,-118.3,33.9,13,2455,661,1975,618,29559,173600
4005,-117.92,33.94,27,4566,620,2045,664,55830,267700
14070,-118.26,33.79,42,1162,264,1044,241,35488,205600
16170,-117.09,32.99,18,3215,588,1618,509,46028,216800
9436,-120.58,39.27,15,4126,903,723,266,30147,118800
18764,-122.16,37.75,46,954,161,429,154,29250,142900
4954,-117.81,33.68,8,1964,413,913,406,51583,192200
11563,-119.3,36.33,44,2060,414,819,355,28795,77000
15210,-117.96,34.1,35,4036,904,3878,846,32957,141600
1431,-117.85,34.13,31,1959,318,1021,303,43145,233000
6632,-121.87,39.75,22,1707,296,822,297,36625,126600
15315,-117.31,32.98,17,2789,648,849,345,41012,244700
16202,-118.18,34.1,10,1940,445,763,412,49750,166700
6233,-124.15,40.88,33,2235,506,1165,441,17250,57500
13286,-118.28,33.73,39,2602,802,2178,737,20469,234500
8825,-118.22,33.98,30,1971,645,2650,605,20357,169900
18705,-122.43,37.71,52,1410,286,879,282,31908,255600
20117,-118.27,33.89,32,1969,397,1349,370,44659,138100
18339,-117.99,33.98,18,8399,1144,3727,1107,69695,360400
11985,-120.86,37.77,28,1208,232,535,232,23523,94700
20420,-122.27,37.78,13,2020,535,959,486,52601,292700
11310,-118.12,33.85,37,2584,453,1333,481,43661,219900
9292,-119.75,36.71,38,1481,353,1543,372,14577,49800
12696,-117.9,33.83,33,3065,611,2204,606,38456,211800
4405,-123.75,40.11,35,2052,477,900,402,19625,101500
3523,-117.25,32.73,38,1840,291,633,283,49125,383600
2264,-121.42,38.62,33,3171,832,1591,695,20785,88600
16796,-117.23,33.96,5,9179,1361,4573,1294,52530,163300
8421,-118.31,35.74,18,2327,642,799,335,18419,92300
11955,-122.43,37.73,52,1494,306,1463,360,31786,222600
16314,-117.1,32.76,52,2606,426,883,380,42813,270800
10636,-118.18,33.81,27,471,132,315,96,17500,154200
6918,-120.54,38.07,37,736,148,339,140,22875,79900
7746,-118.29,34.09,35,2198,998,3441,912,20467,158300
7709,-118.18,34.1,7,2529,689,1215,577,47853,153100
10312,-122.75,39.01,17,4162,967,889,414,34187,200500
10977,-121.26,38.09,35,930,186,525,201,20625,155000
11073,-122.39,37.6,34,707,159,381,156,43750,340900
16729,-120.75,37.44,27,2295,424,1252,350,36182,123200
3442,-121.67,39.26,29,3041,683,2106,687,16315,58000
11371,-118.16,34.18,48,568,145,559,135,24135,135700
13212,-120.06,39.01,19,2967,528,112,48,40714,437500
5123,-122.55,37.99,34,3306,555,1398,585,48993,319900
14971,-118.19,33.85,49,1073,260,725,272,38026,149700
944,-118.19,33.98,36,4179,1266,4582,1196,20087,172100
7883,-122.24,38.14,15,8479,1759,5008,1646,37240,131600
20444,-118.1,34.15,32,978,227,543,211,30096,199000
18282,-121.5,38.63,6,693,143,276,151,31944,117000
15350,-116.91,32.75,5,8710,1614,4372,1527,47813,240900
14226,-117.02,32.81,14,3173,599,1451,585,37292,182200
16632,-117.24,32.78,44,2172,431,892,420,41742,342200
18149,-122.04,37.99,38,2675,541,1378,480,38897,139900
2845,-121.02,39.25,52,1549,275,604,249,22277,155400
9123,-118.25,34.15,20,3960,1027,1729,978,30440,193800
15512,-118.01,33.96,36,1805,288,882,308,53054,273500
4016,-117.92,33.8,17,1317,256,679,272,46696,159500
5558,-122.69,38.34,23,2846,516,1526,492,37330,163500
15907,-117.21,32.85,15,2593,521,901,456,42065,277800
15498,-117.25,34.16,35,2707,481,1595,479,39018,91500
4544,-118.21,33.88,38,929,166,686,183,34485,119400
14920,-118.18,34.05,52,1070,231,925,220,18250,133000
6663,-121.99,38.34,16,1470,261,748,256,40433,132200
249,-118.21,33.95,35,2129,614,2376,618,20372,160800
4716,-118.68,34.28,17,6488,1102,3199,1070,50961,238000
9187,-118.28,34.1,44,2728,585,1227,567,40602,324000
8761,-122.17,37.69,24,2262,391,1125,366,47609,212600
19420,-118.43,34.18,33,2717,662,1546,597,39099,267500
3165,-117.98,34.02,33,3512,632,1971,598,44653,193200
12223,-120.62,37.35,20,1457,372,1000,346,14615,69200
5141,-121.95,37.26,34,1482,255,584,246,55121,264700
1605,-121.83,38.45,36,839,158,446,167,23438,122700
12806,-118.35,33.9,13,2887,853,2197,800,28777,207900
14468,-119.14,34.17,16,1593,353,836,357,27260,67500
4738,-122.09,37.67,39,2069,500,1408,478,31115,153500
17088,-115.75,35.23,5,208,78,132,56,25333,75000
7332,-122.06,37.64,37,1468,304,1038,282,41651,158200
15254,-116.86,34.31,19,1649,328,382,151,40556,133000
3045,-118.27,33.81,10,1881,571,1769,553,39286,114000
3190,-122.04,37.39,5,8745,2211,3959,2019,47685,280100
12116,-118.96,37.64,11,3934,697,901,345,42381,242700
2976,-118.85,34.21,29,2195,414,1360,401,34773,206700
15437,-117.85,33.78,23,3187,870,1977,852,33939,212100
20374,-121.43,38.52,30,3657,945,2925,899,13927,78300
19850,-118.03,34.58,4,9849,1780,4546,1598,40729,154300
19627,-117.94,33.94,25,3250,546,1452,501,51083,303800
450,-117.94,33.87,46,2066,450,1275,448,39375,187000
3172,-122.56,38.06,19,15622,2721,6109,2615,50965,295300
18673,-117.17,34.25,15,4236,753,703,255,35625,165500
14575,-117.3,34.39,11,3572,592,1876,507,36615,105100
7575,-118.15,33.78,13,3056,861,1600,824,33003,207800
3898,-122.47,37.78,52,2388,507,1078,494,35221,443300
12026,-119.72,36.82,15,946,239,550,246,22639,52500
1127,-118.15,34.06,28,3855,922,2517,874,35050,204300
3981,-122.03,37.18,10,212,38,78,21,60622,390000
7620,-122.42,37.79,52,3511,1232,2452,1131,25013,275000
8782,-117.09,32.64,19,2571,791,1205,783,16200,131300
11861,-118.36,34.23,15,2485,742,1994,670,28333,183200
11542,-118.37,34.19,19,2890,821,2203,705,26696,185100
16768,-122.26,37.51,29,3703,1075,1611,1025,27075,323800
9860,-117.09,32.9,16,1989,290,814,291,62714,255100
19884,-117.32,33.25,7,2499,420,1314,398,48500,186900
1489,-117.31,34.15,7,5747,1307,2578,1147,33281,122200
20603,-116.33,33.75,5,19107,3923,2880,1376,40359,158500
13388,-117.81,33.86,18,133,29,95,23,35625,235000
1734,-122.32,38.35,20,3494,549,1673,541,55718,185200
19498,-122.41,40.58,35,2072,385,1029,375,28512,75600
346,-117.15,32.77,16,2056,631,847,569,29575,92200
16604,-118.03,33.87,16,2306,393,1368,387,59300,277600
3885,-117.27,33.93,2,337,55,115,49,31042,164800
3120,-118.59,34.18,7,11853,2691,4404,2447,42009,271300
19365,-115.57,32.85,33,1365,269,825,250,32395,62300
5235,-121.4,36.85,50,2666,613,1768,555,26598,157300
1813,-122.03,37.0,30,2077,342,816,328,52078,440500
19243,-120.47,34.65,31,1438,320,816,270,24583,128100
14660,-121.55,39.44,31,1434,283,811,289,17727,49000
5678,-120.42,34.95,52,1391,287,632,276,17431,131500
12704,-120.99,39.13,14,770,116,285,116,36434,155400
5980,-121.62,39.79,11,3835,727,1456,658,25374,97200
10160,-118.75,34.27,25,3371,502,1717,506,61253,225000
12205,-122.08,37.94,44,2185,357,943,366,47250,232100
20461,-118.24,33.91,40,972,240,761,225,14688,88200
9891,-122.41,37.8,30,1821,738,1648,684,8836,450000
15666,-117.68,34.15,24,1033,189,486,204,41719,213500
16765,-121.48,38.53,38,1451,315,786,340,23487,101600
11923,-121.98,37.33,30,3742,633,1721,631,61388,302400
8012,-118.08,33.76,26,996,364,366,313,12813,46700
7664,-118.19,33.79,41,2114,612,2357,529,17938,142600
7926,-117.45,34.13,16,5058,965,3388,878,36417,119000
13559,-116.17,33.67,18,3585,800,3873,788,25714,65900
3778,-122.06,38.25,34,1562,289,898,307,33598,107200
6041,-121.0,37.66,43,2039,331,875,342,39844,152000
7900,-117.02,33.95,5,1822,367,798,313,28783,105200
15357,-119.09,36.22,34,1715,290,780,297,34306,74300
16213,-121.46,39.54,14,5549,1000,1822,919,29562,142300
5256,-121.35,38.0,22,3564,730,1539,699,36750,152400
20006,-119.56,36.08,37,766,189,639,190,16607,42100
6167,-122.25,37.5,45,1812,336,752,329,49500,345000
6048,-117.01,32.81,21,4203,618,1620,600,53441,193500
13798,-117.27,34.23,26,6339,1244,1177,466,37708,110400
6688,-121.86,37.4,19,4043,764,2196,708,61504,268400
14262,-117.24,32.74,45,1718,293,757,329,40500,284900
8106,-121.45,38.53,34,1893,415,884,395,21679,75400
4512,-118.12,33.87,21,3764,1081,1919,977,25057,156300
464,-118.26,34.01,38,697,208,749,206,14653,118800
12485,-118.18,33.82,43,284,65,167,68,42500,207500
19067,-120.85,37.07,16,1795,362,1642,340,25363,86300
1296,-118.19,34.1,39,2054,423,1205,403,42390,213000
13780,-120.27,38.02,13,3839,715,1486,532,31875,99800
12035,-121.82,38.36,26,1974,364,1002,362,33036,210000
8120,-122.32,37.56,26,2339,704,1283,654,31620,415000
10195,-122.7,38.66,43,1384,284,582,224,39063,210000
20422,-119.13,36.13,28,1673,385,1434,371,20586,40900
9470,-118.49,34.13,24,4394,535,1443,528,112979,500001
3071,-121.78,38.55,12,10509,2186,5633,2138,29605,204300
512,-118.2,33.94,45,1570,328,1321,300,37361,171800
15858,-122.16,37.89,32,1779,241,721,258,87589,434500
173,-122.07,37.41,26,1184,225,815,218,57657,322300
6307,-118.9,34.26,5,25187,3521,11956,3478,69712,321300
12446,-118.35,34.07,45,7803,2154,3359,2041,33594,287500
12797,-117.08,32.77,31,1070,155,426,153,61628,219200
17245,-122.44,37.78,39,1181,310,901,281,14866,237500
11034,-121.96,37.53,28,2949,529,1538,545,49615,228000
8594,-118.03,33.97,36,1601,290,715,284,48152,232400
12350,-118.42,33.98,3,475,155,236,153,36667,450000
10033,-117.11,32.7,37,2045,502,1920,472,18125,83300
19603,-122.0,37.3,28,5096,1011,2588,954,53570,355200
3122,-118.26,33.82,28,5091,1074,4753,1033,36477,117400
13074,-121.86,37.41,16,1603,287,1080,296,61256,266900
17883,-122.6,38.11,19,1752,328,873,336,38068,201600
3514,-121.47,39.49,17,1554,242,553,230,32174,91800
5564,-120.95,35.44,30,6346,1410,1769,887,26864,283600
6054,-121.3,38.64,20,5001,830,2330,830,40833,160000
15902,-116.75,32.82,17,3348,481,1222,443,66361,308600
20030,-117.14,32.71,52,800,313,1337,282,15593,87500
468,-120.84,37.48,10,2874,612,1960,596,27381,104600
3414,-122.26,37.89,52,3078,494,1005,462,63810,342200
3992,-116.54,33.8,22,6050,1387,1432,890,22216,183900
11944,-115.49,32.67,24,1266,275,1083,298,14827,73100
16723,-120.69,35.52,26,2758,571,1291,522,29250,181400
16390,-122.42,37.79,48,4506,1342,1980,1239,40156,500001
10806,-121.99,37.61,9,3666,711,2341,703,46458,217000
13701,-118.18,33.9,32,1452,365,1888,366,35461,146400
2904,-118.16,34.13,36,4003,647,1337,631,77230,500001
896,-122.27,38.29,20,3870,795,2088,774,33021,152700
14399,-122.29,37.53,35,2043,511,1089,504,30278,310600
5359,-118.11,33.88,35,1623,304,868,272,35893,276000
2538,-118.12,33.76,45,3035,516,1127,527,70796,500001
9053,-121.54,36.7,12,6758,1241,3918,1100,35250,201700
19165,-121.45,38.6,44,2324,413,823,375,46625,158900
12125,-118.24,34.16,52,2187,284,733,274,95823,406200
13291,-117.33,33.23,15,1905,416,1258,388,33300,127900
19397,-122.25,37.86,48,2153,517,1656,459,30417,489600
12496,-121.87,37.99,15,2203,312,1051,311,49783,163900
9010,-121.49,38.56,35,1521,457,987,455,19013,86900
8457,-118.28,33.99,35,1138,304,1128,311,18818,100000
5161,-118.18,34.03,39,609,145,690,134,29167,145800
15336,-117.66,34.05,6,5129,1119,2533,949,36250,113600
12941,-123.13,40.85,18,1650,377,675,282,18933,84700
4130,-116.57,33.94,29,551,166,224,107,11917,50000
2293,-123.8,39.47,28,2492,507,1202,460,27857,150300
15711,-122.26,37.56,23,7283,1342,3399,1298,56683,391000
17433,-117.9,33.61,19,2897,413,860,367,131738,500001
16421,-121.94,37.32,46,2451,472,1163,448,48519,225800
8540,-121.97,36.96,27,4001,999,1808,945,25610,234600
15887,-117.01,32.78,20,2616,597,1532,579,29895,235600
9155,-122.24,37.76,52,2567,436,1119,415,46094,229300
1566,-122.12,37.85,18,5252,686,1870,657,80074,454100
17300,-121.47,38.55,48,968,310,706,274,9948,65400
2925,-118.34,34.01,35,1359,359,655,341,25568,312500
7460,-120.86,37.49,22,2140,445,1441,409,24706,89400
272,-119.73,36.72,15,2246,456,1190,403,20294,70400
7167,-121.95,37.24,37,3109,541,1566,544,60235,413500
18926,-117.23,32.8,21,2429,579,1011,538,32250,229400
14761,-118.19,34.09,41,2090,530,2043,537,19706,144200
11504,-117.14,32.72,34,2533,862,2011,778,21199,160400
1569,-118.97,35.39,38,2121,433,1547,441,27740,59500
14519,-121.3,38.66,32,2915,492,1292,454,33188,117100
10128,-116.87,33.94,35,4448,906,2736,843,22180,73400
13505,-118.21,34.07,42,902,318,1312,323,19375,168800
10732,-118.2,34.08,49,1320,309,1405,328,24375,114000
19071,-121.83,37.3,17,1299,211,825,217,45000,235800
11672,-119.28,34.27,44,706,176,399,149,30089,166700
6087,-121.32,38.67,10,3908,890,1898,798,28426,130600
502,-117.77,33.7,15,1392,267,681,263,54248,187200
5749,-118.2,33.88,40,1699,346,1188,329,42083,147300
1515,-121.95,36.61,31,1736,250,497,170,63835,407800
8582,-122.47,38.34,15,2411,446,1144,407,43472,261000
9611,-122.45,37.77,52,3095,682,1269,639,35750,500001
12864,-117.15,32.71,52,217,82,531,93,16607,137500
12067,-117.2,34.14,18,1920,333,890,323,51590,144800
16941,-117.31,34.12,37,1412,343,1127,351,11667,70900
2207,-122.43,37.77,52,1567,482,654,425,26913,366700
5378,-118.08,33.91,36,1551,297,1100,322,51186,168100
3810,-121.32,38.74,14,1449,228,670,232,43897,186300
223,-122.4,37.77,52,144,63,1061,68,43958,225000
15740,-120.99,39.18,23,2550,457,1016,405,36607,153000
12058,-120.42,34.96,19,2298,511,1246,513,22120,132000
4458,-119.69,36.83,28,1868,350,898,329,31814,78900
10471,-117.89,34.11,36,806,147,446,153,45221,151300
18560,-122.4,37.8,52,1642,570,1432,513,19063,300000
1454,-122.25,37.77,52,1038,220,482,215,31770,210200
12666,-118.48,34.2,26,2027,559,1545,513,28974,189900
14715,-117.97,34.05,36,931,160,746,201,31667,158000
10034,-119.51,37.32,14,362,78,88,39,35893,214300
19384,-118.14,34.19,49,1678,277,737,287,37222,237000
17486,-117.07,33.01,25,2120,381,588,359,31187,169400
15742,-119.24,36.8,17,2052,405,975,340,26902,94400
11164,-117.12,32.75,25,2222,634,1025,568,16400,130000
13485,-118.88,35.34,20,1351,255,762,253,21111,105300
1338,-120.99,37.68,30,1975,375,732,326,26932,94900
8392,-120.44,34.96,39,1228,379,851,341,18990,113300
2413,-121.89,37.35,47,2879,631,2229,606,32599,183100
11902,-122.47,37.71,37,1046,251,822,239,35000,224400
9250,-118.08,34.13,39,788,128,413,139,59546,396700
10059,-122.51,37.98,37,4801,699,1830,679,60762,487800
18173,-117.72,34.07,33,4100,740,2580,730,37321,134200
6593,-117.63,34.08,38,1810,371,1257,354,38355,111700
678,-117.55,34.0,17,3583,700,1587,719,26979,75000
2556,-120.44,34.88,9,3124,415,1169,407,67694,275100
11951,-121.22,38.67,20,1412,226,700,227,40500,130700
2725,-120.4,34.87,10,2197,329,1064,319,49766,199600
12709,-122.27,37.78,52,1408,280,718,265,26806,207900
4352,-121.96,37.94,26,3084,505,1557,501,51582,194700
4570,-121.8,37.3,16,906,149,605,148,48173,235600
780,-117.25,33.36,6,3725,960,2833,915,23214,247000
7393,-121.48,38.58,48,2434,744,1281,662,16277,140600
16345,-118.44,35.75,23,3166,700,1097,493,26288,96000
7836,-119.01,35.37,45,629,143,568,139,17321,84400
9150,-116.57,34.0,20,260,67,69,50,35208,76600
3578,-122.04,37.95,33,1653,334,814,328,31406,163100
20000,-118.08,33.99,38,1683,328,1369,339,36196,170700
10997,-119.18,34.19,5,384,131,410,149,15625,87500
1475,-118.08,33.84,25,3696,953,2827,860,33438,153300
4889,-118.18,33.97,30,2887,866,2806,830,22122,169400
5400,-117.86,34.09,29,3855,585,2205,609,55496,218200
10715,-118.34,34.09,14,3032,999,1691,841,22000,210000
7398,-118.19,34.05,43,977,266,1084,259,27708,127900
20122,-121.86,37.66,22,3634,664,1699,640,41597,293200
9469,-121.77,39.66,20,3759,609,1705,600,47120,158600
14466,-122.09,37.7,30,1751,269,731,263,60050,263900
13713,-118.36,33.81,34,2211,502,1113,488,47026,356800
10573,-121.65,36.67,52,2351,459,1169,439,28924,169600
6519,-121.96,37.55,4,3746,993,1606,838,41387,162500
20451,-118.28,33.98,47,865,193,782,217,22411,93000
14047,-121.02,37.62,14,5737,1286,4722,1210,16731,95800
7420,-116.39,34.15,15,5583,1149,2709,964,19779,73300
6198,-118.43,33.98,19,8324,1590,2927,1538,75426,351700
12096,-118.08,33.82,30,2636,652,3412,649,28095,118300
8511,-117.6,33.85,9,6538,955,2928,892,53006,221400
5478,-122.22,37.85,28,5287,1048,2031,956,54570,337300
12623,-118.25,34.02,32,1375,448,1698,432,16302,130700
16141,-117.64,33.45,26,1528,234,607,218,62871,325500
5292,-118.45,33.99,45,1132,269,654,264,45673,343100
5540,-117.98,34.0,22,3632,538,1968,566,60190,324900
5089,-122.21,37.77,52,591,173,353,137,40904,80600
8947,-118.1,33.84,36,2572,421,1318,434,51836,219700
9539,-118.15,34.03,42,1481,411,1206,394,26806,189300
13797,-122.24,37.48,40,4459,1027,2080,982,35322,361900
9801,-117.02,36.4,19,619,239,490,164,21000,14999
13468,-119.87,36.34,26,1414,265,779,249,29167,83900
13344,-117.37,33.98,43,2862,772,1878,675,21151,96700
10203,-121.59,37.19,52,220,32,55,26,150001,131300
15904,-117.97,33.99,22,5284,982,2613,932,47332,289900
535,-122.25,37.49,40,2709,521,1156,510,46365,395500
3806,-118.09,33.91,14,2369,604,1546,464,37969,159400
888,-118.47,34.32,13,2664,518,1468,521,48987,325200
11759,-118.02,33.7,23,5069,770,2473,769,63047,285700
441,-118.2,34.02,49,1098,317,1411,301,27500,146000
4606,-117.91,34.05,35,3189,527,1727,500,50758,211100
13816,-117.99,33.83,35,1484,252,916,248,52657,191400
7877,-118.2,34.21,40,1477,228,609,224,78375,500001
8328,-118.29,33.73,30,3161,813,1865,771,27139,231700
19813,-122.13,37.47,25,1630,353,1546,371,50893,173400
5392,-122.41,37.61,42,1602,262,705,255,57398,336400
1129,-118.13,34.13,39,2099,397,1500,380,48304,493200
8764,-122.48,37.72,45,1405,338,733,342,41116,187500
5399,-119.79,36.55,32,1393,276,999,245,20216,76800
13331,-120.68,35.14,34,3100,617,1155,542,30938,245900
3089,-117.13,33.15,16,3907,671,1759,663,31776,172600
11684,-118.28,33.95,40,2044,538,2150,524,21437,94800
792,-122.47,37.78,52,3021,569,1479,514,40208,414600
9622,-122.02,37.94,19,3192,612,1317,594,41250,267100
5554,-117.05,32.72,35,3669,617,1694,585,39485,133900
19716,-117.69,33.65,16,5805,852,2356,795,61062,274600
6838,-117.97,33.92,24,2017,416,900,436,30000,251400
19575,-118.36,34.03,38,2365,638,2259,607,20879,120700
6273,-122.04,37.99,36,2765,495,1478,441,41250,136200
9132,-117.92,33.74,18,1639,491,2513,458,21838,159700
10116,-121.29,38.9,45,2019,394,1104,407,31690,108700
19735,-118.2,33.96,41,1512,400,1690,367,30550,167000
9239,-118.47,35.64,17,2248,535,927,427,13023,68500
383,-119.05,34.19,39,143,36,113,33,28942,275000
15855,-118.99,35.24,40,282,59,213,71,23500,91700
6306,-116.84,33.02,11,1227,202,645,198,56674,209800
1212,-122.02,38.38,16,808,137,371,145,60767,216400
14418,-122.3,37.52,38,2769,387,994,395,55902,417000
3160,-117.11,32.66,52,25,5,14,9,16250,118800
11898,-121.44,38.48,12,4929,1010,2621,870,27262,109800
17723,-120.88,37.53,18,239,39,92,36,53168,175000
4226,-118.52,34.36,5,4222,712,2024,646,58703,500001
7582,-118.97,35.37,41,2396,602,1781,543,18819,58000
2391,-120.46,37.51,22,2704,497,1432,399,29000,83100
18974,-118.38,34.24,38,125,42,63,29,13594,158300
7833,-118.26,33.93,35,1562,403,1587,406,14917,93200
11770,-117.69,33.52,4,2142,625,1176,483,34455,325000
13415,-118.39,34.01,35,4424,918,2101,888,39688,355100
14249,-119.85,36.83,15,2563,335,1080,356,67181,160300
9452,-118.18,34.08,35,2226,602,2230,549,29167,129300
4316,-115.88,32.93,15,208,49,51,20,40208,32500
9360,-118.12,34.02,36,1595,383,1105,359,24286,205600
17197,-118.55,34.04,41,1482,239,617,242,88619,500001
7381,-117.31,34.13,36,1076,283,773,224,26307,66400
18067,-117.87,34.15,24,5745,735,2061,679,82827,451400
8105,-118.22,33.83,42,1370,299,1018,328,44474,160200
4644,-116.95,32.78,20,3425,448,1489,443,62552,296400
11793,-117.4,33.95,46,2189,423,866,389,31384,111500
