feat_1,feat_2,feat_3,feat_4,feat_5,feat_6,target
0.002,56.294,-19.959,0.003,0.003,728267.9,0.206
0.001,45.123,-75.000,-0.011,-0.011,1405177.4899999995,0.202
0.002,58.444,-0.000,0.012,0.006,71884.92,0.198
0.004,58.444,-25.000,0.008,0.010,806343.4299999998,0.195
0.010,74.934,-0.000,0.051,0.046,3216898.84,0.191
0.014,70.628,-25.042,0.028,0.024,2862625.81,0.187
0.017,70.628,-25.042,0.018,0.029,480494.42000000004,0.183
0.018,66.216,-33.362,0.006,-0.007,299490.94,0.179
0.019,66.216,-33.362,0.004,-0.004,136416.6,0.176
0.021,68.498,-25.042,0.009,-0.042,442410.14999999997,0.172
0.020,59.797,-41.681,-0.007,-0.035,591818.13,0.168
0.019,59.797,-41.681,-0.005,-0.023,299121.69999999995,0.164
0.018,59.797,-41.681,-0.003,-0.009,193884.28,0.160
0.016,55.402,-59.980,-0.009,-0.012,343205.03,0.156
0.017,63.960,-30.041,0.014,0.005,976097.75,0.153
0.018,63.960,-33.371,0.009,0.016,365385.76,0.149
0.018,63.960,-42.940,0.006,0.011,76055.38,0.145
0.017,59.229,-40.000,-0.002,0.001,289331.52999999997,0.141
0.017,62.237,-20.000,0.005,0.014,328627.6,0.137
0.018,67.438,-14.265,0.016,0.003,1096999.1500000001,0.134
0.020,69.676,-0.000,0.017,0.008,439021.77,0.130
0.019,60.653,-28.675,-0.001,-0.008,221723.38999999998,0.126
0.021,67.451,-19.980,0.019,0.021,2243630.72,0.122
0.021,63.524,-29.969,0.006,0.001,595846.21,0.118
0.022,65.676,-19.980,0.010,-0.006,533505.18,0.115
0.023,67.726,-11.099,0.014,-0.004,173921.31,0.111
0.021,53.838,-55.606,-0.017,-0.016,667551.95,0.107
0.018,53.838,-55.606,-0.011,-0.030,381400.95,0.103
0.017,53.838,-55.606,-0.008,-0.014,189429.82,0.099
0.015,53.838,-55.606,-0.005,-0.016,33673.43,0.095
0.013,53.838,-83.362,-0.003,-0.017,120620.57,0.092
0.012,53.838,-83.362,-0.002,0.015,70837.62,0.088
0.012,57.280,-66.553,0.005,0.017,197106.58000000002,0.084
0.011,57.280,-66.553,0.003,0.011,149247.40999999997,0.080
0.012,60.649,-49.915,0.009,0.014,51191.75000000001,0.076
0.010,51.805,-83.362,-0.007,-0.004,42104.780000000006,0.073
0.009,51.805,-80.041,-0.005,-0.003,14936.0,0.069
0.008,51.805,-75.064,-0.003,-0.008,73727.99999999999,0.065
0.007,51.805,-66.780,-0.002,-0.006,37582.23,0.061
0.007,56.129,-33.220,0.005,-0.004,416591.41000000003,0.057
0.005,47.077,-100.000,-0.010,-0.002,324161.59,0.053
0.004,47.077,-100.000,-0.006,-0.002,177314.83000000002,0.050
0.003,47.077,-100.000,-0.004,-0.001,381533.61,0.046
0.002,47.077,-75.064,-0.003,-0.001,158477.83000000002,0.042
-0.001,38.721,-100.000,-0.015,-0.020,160222.74,0.038
-0.002,44.067,-80.041,-0.003,0.006,427836.71,0.034
-0.003,40.282,-83.362,-0.009,-0.002,78468.48000000001,0.031
-0.004,45.338,-66.723,0.001,0.005,144310.81,0.027
-0.005,41.550,-83.362,-0.006,-0.003,49164.03,0.023
-0.005,46.375,-66.723,0.002,0.017,15766.11,0.019
-0.005,46.375,-66.723,0.002,0.005,130526.01,0.015
-0.005,42.323,-83.362,-0.005,0.003,3697.0599999999995,0.011
-0.005,47.284,-60.081,0.003,0.002,24529.36,0.008
-0.004,51.752,-40.122,0.008,0.015,273458.22,0.004
-0.003,51.752,-25.000,0.006,0.003,399264.98,0.008
-0.002,51.752,-25.000,0.004,0.002,183384.64,0.011
-0.001,56.371,-0.000,0.009,0.014,364257.19,0.015
-0.001,51.103,-40.122,-0.001,-0.003,100923.06,0.019
-0.000,51.103,-40.122,-0.000,-0.009,3453.5299999999997,0.023
0.001,55.885,-20.163,0.006,0.001,76998.39,0.027
0.001,50.560,-40.122,-0.002,-0.006,115341.49,0.031
0.001,55.161,-20.163,0.005,-0.004,209525.98000000004,0.034
0.001,50.136,-50.127,-0.003,-0.003,149783.65999999997,0.038
0.002,54.591,-25.191,0.004,0.005,88389.58000000002,0.042
0.002,54.591,-25.191,0.003,-0.003,201230.38999999998,0.046
0.003,58.893,-24.936,0.009,0.011,384484.12,0.050
0.003,53.440,-50.127,-0.001,-0.006,118429.36000000002,0.053
0.003,53.440,-50.127,-0.001,0.003,29643.519999999997,0.057
0.004,57.955,-24.936,0.006,0.002,59592.52,0.061
0.009,72.301,-0.000,0.037,0.034,1521494.05,0.065
0.011,67.314,-30.041,0.018,0.009,2833647.91,0.069
0.012,58.683,-50.000,-0.001,-0.000,526465.73,0.073
0.010,51.564,-69.959,-0.014,-0.013,693883.34,0.076
0.009,51.564,-77.715,-0.009,-0.015,413536.12,0.080
0.009,54.747,-66.629,0.000,-0.036,343865.0800000001,0.084
0.008,54.747,-66.629,0.000,-0.018,466225.05000000005,0.088
0.009,57.953,-62.468,0.007,0.008,222968.41999999998,0.092
0.007,47.131,-88.914,-0.015,-0.001,1516678.8399999999,0.095
0.006,50.473,-77.715,-0.004,0.006,3570.0,0.099
0.006,53.600,-66.629,0.004,0.004,816801.7,0.103
0.004,47.155,-88.914,-0.010,-0.011,216823.3,0.107
0.008,63.612,-11.086,0.039,0.032,1810566.69,0.111
0.013,66.786,-0.000,0.039,0.054,1373792.7,0.115
0.016,63.790,-9.980,0.019,0.023,830940.69,0.118
0.016,58.170,-29.939,-0.000,-0.004,1523650.93,0.122
0.017,60.065,-19.959,0.006,0.017,165163.30000000002,0.126
0.018,61.922,-30.775,0.011,-0.028,1713066.2599999998,0.130
0.018,58.969,-38.449,0.001,-0.038,408891.1,0.134
0.018,58.969,-38.449,0.000,-0.019,259650.92,0.137
0.017,55.878,-49.958,-0.006,-0.006,170988.98,0.141
0.016,55.878,-49.958,-0.004,-0.011,101179.49,0.145
0.015,55.878,-49.958,-0.003,-0.014,174029.24,0.149
0.014,55.878,-54.537,-0.002,-0.003,66363.57,0.153
0.014,58.784,-71.366,0.005,0.005,57173.82000000001,0.156
0.014,58.784,-71.366,0.004,0.010,82941.97000000002,0.160
0.013,58.784,-71.366,0.002,0.007,30066.13,0.164
0.013,58.784,-71.366,0.002,0.004,175547.53,0.168
0.014,64.987,-42.878,0.014,0.016,364103.55,0.172
0.014,60.115,-24.936,0.003,-0.002,212898.99,0.176
0.015,65.660,-0.000,0.015,0.011,894972.43,0.179
0.015,61.087,-19.959,0.003,0.001,328386.68,0.183
0.014,56.825,-39.919,-0.004,-0.006,630183.46,0.187
0.013,52.854,-59.878,-0.009,-0.023,229412.99,0.191
0.013,59.022,-19.959,0.007,0.004,269323.81000000006,0.195
0.013,59.022,-25.000,0.005,-0.010,7072.1,0.198
0.013,59.022,-25.000,0.003,-0.000,379113.79999999993,0.202
0.012,54.564,-50.000,-0.005,-0.000,570142.24,0.206
0.011,54.564,-50.000,-0.003,0.006,261601.41000000003,0.210
0.009,50.170,-75.000,-0.009,-0.015,93731.97999999998,0.214
0.008,54.147,-50.000,0.001,-0.004,208764.43000000002,0.218
0.007,49.861,-75.000,-0.006,-0.009,222500.84999999998,0.221
0.007,57.164,-25.000,0.009,0.014,214763.68,0.225
0.008,60.279,-0.000,0.013,0.016,191337.98,0.229
0.008,52.116,-50.000,-0.005,0.004,169518.86000000004,0.233
0.007,52.116,-50.000,-0.003,-0.004,5768.04,0.237
0.007,55.602,-25.000,0.004,0.010,105312.71000000002,0.240
0.006,51.559,-50.000,-0.004,-0.013,31666.32,0.244
0.006,55.077,-25.000,0.004,-0.008,159647.49000000002,0.248
0.007,58.335,-0.000,0.009,0.014,622102.1699999999,0.252
0.007,54.109,-40.000,-0.000,0.003,1426338.7600000002,0.256
0.008,60.303,-0.000,0.013,0.008,363215.26,0.260
0.007,52.650,-50.000,-0.005,-0.001,298306.6,0.263
0.006,49.282,-75.000,-0.010,-0.014,329288.54999999993,0.267
0.006,55.424,-25.000,0.007,-0.003,287644.56,0.271
0.006,52.031,-50.000,-0.002,-0.002,118102.56,0.275
0.005,48.813,-75.000,-0.008,-0.021,212148.38999999998,0.279
0.004,52.009,-50.000,0.001,0.006,69494.1,0.282
0.004,52.009,-50.000,0.001,0.010,40372.04,0.286
0.004,52.009,-50.000,0.001,-0.006,71262.01000000001,0.290
0.004,52.009,-50.000,0.000,0.002,6710.500000000001,0.294
0.003,52.009,-50.000,0.000,0.008,26843.17,0.298
0.003,52.009,-50.000,0.000,-0.001,2072.12,0.302
0.003,52.009,-33.333,0.000,-0.001,20897.55,0.305
0.003,52.009,-33.333,0.000,-0.000,49507.979999999996,0.309
0.002,46.730,-66.667,-0.006,-0.007,119053.25,0.313
0.000,42.125,-100.000,-0.011,-0.011,99696.28,0.317
-0.001,42.125,-100.000,-0.007,-0.007,24112.3,0.321
-0.001,48.061,-50.000,0.002,0.002,74158.38,0.324
-0.001,48.061,-50.000,0.001,0.001,58831.24,0.328
-0.001,48.061,-50.000,0.001,0.007,29298.299999999996,0.332
-0.003,38.259,-100.000,-0.013,-0.002,236192.91,0.336
-0.003,44.369,-66.667,-0.002,0.005,17578.58,0.340
-0.004,44.369,-66.667,-0.001,-0.003,433703.84,0.344
-0.004,44.369,-66.667,-0.001,-0.002,238606.96999999997,0.347
-0.004,44.369,-66.667,-0.001,-0.001,87588.99999999999,0.351
-0.005,39.157,-74.809,-0.007,0.006,360296.9199999999,0.355
-0.005,39.157,-66.441,-0.005,-0.003,67574.49,0.359
-0.006,39.157,-66.441,-0.003,-0.002,168263.06,0.363
-0.007,34.103,-75.064,-0.009,-0.008,137195.33000000002,0.366
-0.008,34.103,-75.064,-0.006,-0.005,28034.63,0.370
-0.009,29.702,-80.041,-0.010,-0.003,253102.89000000007,0.374
-0.010,29.702,-80.041,-0.007,-0.002,312126.23000000004,0.378
-0.011,25.835,-100.000,-0.011,-0.008,312864.72,0.382
-0.012,25.835,-100.000,-0.007,0.001,183823.94,0.385
-0.013,25.835,-83.362,-0.005,0.001,453129.3600000001,0.389
-0.012,36.208,-66.723,0.003,0.014,331324.18999999994,0.393
-0.013,27.826,-100.000,-0.011,-0.004,1548039.3499999999,0.397
-0.012,42.229,-60.081,0.006,0.017,306711.08999999997,0.401
-0.008,62.446,-12.484,0.037,0.044,2161535.6799999997,0.405
-0.003,65.074,-0.000,0.031,0.036,475331.17000000004,0.408
0.001,65.074,-11.099,0.021,0.017,230449.41999999998,0.412
0.002,55.988,-33.296,0.001,0.012,662563.4,0.416
0.003,55.988,-33.296,0.000,-0.005,91379.54999999999,0.420
0.004,59.285,-22.197,0.007,-0.030,512194.39,0.424
0.005,59.285,-22.197,0.005,-0.026,77795.5,0.427
0.005,54.546,-33.296,-0.003,-0.024,39621.63999999999,0.431
0.006,58.149,-22.197,0.004,0.004,252261.31,0.435
0.006,53.576,-33.296,-0.004,-0.004,349580.93,0.439
0.006,53.576,-42.795,-0.002,-0.009,137724.45,0.443
0.006,57.456,-28.530,0.005,0.000,678412.26,0.447
0.007,57.456,-50.000,0.003,0.007,366863.9599999999,0.450
0.007,57.456,-50.000,0.002,-0.002,189289.11000000002,0.454
0.008,61.477,-25.000,0.008,0.012,212123.67,0.458
0.008,61.477,-40.122,0.005,0.008,534673.2,0.462
0.012,75.134,-11.099,0.036,0.031,3315267.8000000003,0.466
0.015,69.814,-22.197,0.018,0.014,293533.58,0.469
0.017,69.814,-22.197,0.012,0.010,195111.41999999998,0.473
0.017,64.516,-33.296,0.001,-0.007,223945.45,0.477
0.019,69.501,-11.099,0.014,0.009,428850.55999999994,0.481
0.020,69.501,-22.285,0.009,-0.027,1047007.7899999998,0.485
0.020,69.501,-22.285,0.006,-0.011,176052.24,0.489
0.021,71.961,-12.595,0.011,-0.001,223568.73,0.492
0.022,71.961,-12.595,0.007,0.006,1228148.38,0.496
0.022,71.961,-12.595,0.005,-0.009,170483.59,0.500
0.023,74.551,-0.000,0.010,0.000,676333.98,0.504
0.024,76.832,-0.000,0.013,0.007,678772.64,0.500
0.023,64.346,-40.122,-0.004,-0.015,285963.54999999993,0.505
0.023,67.228,-33.277,0.004,-0.003,1320432.83,0.510
0.021,57.301,-66.723,-0.011,-0.015,804514.44,0.515
0.018,53.100,-83.362,-0.014,-0.023,171730.99,0.520
0.016,53.100,-100.000,-0.009,-0.022,89261.06,0.526
0.015,56.775,-80.041,0.000,0.005,118463.56999999999,0.531
0.014,56.775,-80.041,0.000,-0.003,165638.65,0.536
0.014,63.452,-39.919,0.013,0.024,371555.4,0.541
0.015,66.245,-19.959,0.015,0.029,638118.4299999999,0.546
0.015,61.207,-39.919,0.004,0.013,213201.1,0.551
0.014,56.531,-60.081,-0.004,-0.005,512709.79000000004,0.556
0.011,45.429,-100.000,-0.022,-0.023,1262569.09,0.561
0.008,45.429,-100.000,-0.015,-0.028,538701.2000000001,0.566
0.006,45.429,-100.000,-0.010,-0.025,208059.12,0.571
0.004,45.429,-100.000,-0.007,-0.010,546887.4099999999,0.577
0.003,49.845,-80.041,0.002,0.006,416976.21,0.582
0.003,49.845,-80.041,0.001,0.024,73943.17,0.587
0.001,45.569,-100.000,-0.006,0.009,123795.76000000001,0.592
0.000,45.569,-100.000,-0.004,0.006,107491.55999999998,0.597
0.000,50.495,-80.041,0.004,0.011,84550.08000000002,0.602
-0.000,46.010,-83.362,-0.004,-0.006,163909.00999999998,0.607
-0.001,46.010,-83.362,-0.003,-0.004,32989.46,0.612
-0.001,46.010,-75.000,-0.002,0.004,132339.18,0.617
-0.003,41.417,-100.000,-0.008,-0.004,241515.7,0.622
-0.002,51.785,-33.333,0.008,0.004,338212.15,0.628
-0.001,55.980,-0.000,0.012,0.016,2919.28,0.633
0.001,55.980,-0.000,0.008,0.010,328829.37,0.638
0.001,55.980,-0.000,0.005,0.007,1026.46,0.643
0.001,50.493,-33.333,-0.003,0.005,83290.45000000001,0.648
0.001,50.493,-33.333,-0.002,-0.010,147936.87,0.653
0.002,55.546,-0.000,0.005,-0.007,73789.09000000001,0.658
0.001,50.045,-33.333,-0.003,-0.011,125575.07,0.663
0.000,45.222,-66.667,-0.009,-0.014,37505.909999999996,0.668
0.000,50.373,-33.333,0.001,0.004,41729.8,0.673
-0.000,45.741,-66.667,-0.006,-0.004,99610.81,0.679
-0.001,45.741,-66.667,-0.004,-0.009,245250.05,0.684
-0.002,41.333,-100.000,-0.009,-0.006,103916.63,0.689
-0.004,37.411,-100.000,-0.013,-0.004,201564.49,0.694
-0.006,33.974,-100.000,-0.015,-0.016,162027.61,0.699
-0.007,39.918,-80.041,-0.003,0.003,24880.25,0.704
-0.008,36.390,-83.362,-0.009,-0.005,184533.52000000002,0.709
-0.010,33.227,-100.000,-0.012,-0.003,265273.02999999997,0.714
-0.010,43.756,-66.723,0.005,0.018,87201.34,0.719
-0.009,48.198,-39.919,0.010,0.025,152032.76,0.724
-0.009,41.221,-80.041,-0.007,-0.003,284589.08,0.730
-0.009,41.221,-80.041,-0.004,0.004,269162.13,0.735
-0.008,49.671,-24.936,0.010,0.023,832646.86,0.740
-0.008,46.085,-50.127,0.000,-0.005,881470.0,0.745
-0.005,56.226,-0.000,0.020,0.010,486414.9,0.750
-0.001,61.418,-22.285,0.026,0.033,1573602.1099999999,0.755
0.003,65.808,-0.000,0.031,0.035,1305776.18,0.760
0.007,65.808,-0.000,0.020,0.010,515498.84,0.765
0.008,58.136,-22.285,0.000,0.000,506532.31000000006,0.770
0.008,54.719,-33.371,-0.006,-0.026,431847.27,0.776
0.008,54.719,-33.371,-0.004,-0.030,808198.6,0.781
0.005,45.428,-66.629,-0.022,-0.053,562644.85,0.786
0.003,45.428,-66.629,-0.015,-0.035,248369.66,0.791
0.003,51.761,-50.000,0.003,0.003,361329.39999999997,0.796
0.003,48.717,-71.366,-0.004,0.002,230766.83000000002,0.801
0.002,48.717,-71.366,-0.003,0.001,94014.1,0.806
0.001,48.717,-71.366,-0.002,0.020,11449.54,0.811
0.002,52.226,-57.122,0.005,0.020,178541.87,0.816
0.003,55.505,-42.878,0.010,0.007,458599.95999999996,0.821
0.003,55.505,-42.878,0.007,0.011,340584.97,0.827
0.004,55.505,-19.959,0.004,0.007,67020.48999999999,0.832
0.004,55.505,-19.959,0.003,0.005,78303.68,0.837
0.004,50.814,-39.919,-0.005,-0.010,178696.25999999995,0.842
0.003,50.814,-39.919,-0.003,-0.013,34249.65,0.847
0.003,50.814,-39.919,-0.002,-0.009,4382.540000000001,0.852
0.003,50.814,-39.919,-0.001,-0.006,140991.84,0.857
0.003,55.834,-19.959,0.006,0.003,83862.13,0.862
0.003,50.305,-50.000,-0.003,0.002,96525.32999999999,0.867
0.003,55.094,-25.000,0.005,0.008,25398.08,0.872
0.003,55.094,-33.333,0.003,0.005,108088.29000000001,0.878
0.004,55.094,-33.333,0.002,0.003,11109.06,0.883
0.004,55.094,-33.333,0.001,-0.004,582.4,0.888
0.002,43.751,-100.000,-0.012,-0.009,414715.82,0.893
0.002,49.365,-50.000,-0.002,-0.006,18506.74,0.898
-0.000,40.631,-100.000,-0.014,-0.017,81635.43000000001,0.903
-0.001,45.795,-49.873,-0.003,-0.005,425912.96,0.908
-0.002,45.795,-49.873,-0.002,-0.003,12398.570000000002,0.913
-0.002,45.795,-49.873,-0.001,0.011,8998.820000000002,0.918
-0.003,41.308,-74.809,-0.007,-0.006,177000.58000000002,0.923
-0.003,46.910,-49.873,0.002,0.016,243019.30000000005,0.929
-0.003,46.910,-49.873,0.001,0.004,8000.52,0.934
-0.001,56.534,-0.000,0.014,0.016,652940.6699999999,0.939
-0.002,47.300,-39.919,-0.004,-0.003,598690.8500000001,0.944
-0.004,40.194,-80.041,-0.016,-0.008,554160.98,0.949
-0.004,44.691,-59.878,-0.004,-0.005,178878.93,0.954
-0.005,41.343,-80.041,-0.009,-0.010,183830.7,0.959
-0.005,45.722,-59.878,0.000,-0.013,114913.59,0.964
-0.007,39.416,-100.000,-0.013,-0.009,165772.99000000002,0.969
-0.008,39.416,-83.362,-0.009,0.007,219921.83000000002,0.974
-0.009,39.416,-83.362,-0.006,-0.002,118935.50000000001,0.980
-0.010,36.305,-100.000,-0.010,-0.001,162579.72999999998,0.985
-0.012,33.461,-87.516,-0.013,-0.014,325013.72,0.990
-0.013,33.461,-87.516,-0.009,0.004,259073.1,0.995
-0.014,33.461,-87.516,-0.006,0.003,273943.94999999995,0.990
-0.017,25.849,-100.000,-0.024,-0.018,332398.38,0.985
-0.019,25.849,-100.000,-0.016,-0.005,503928.44,0.980
-0.021,23.765,-88.914,-0.017,-0.004,406672.12,0.974
-0.025,18.856,-91.603,-0.031,-0.022,787268.6599999999,0.969
-0.027,24.458,-83.291,-0.014,-0.008,349495.42,0.964
-0.028,24.458,-81.759,-0.009,0.014,45887.130000000005,0.959
-0.028,24.458,-81.759,-0.006,0.009,198608.9,0.954
-0.029,22.516,-89.919,-0.011,0.006,53261.08,0.949
-0.030,22.516,-79.939,-0.007,0.024,370833.5400000001,0.944
-0.030,22.516,-77.715,-0.005,0.009,129483.48,0.939
-0.030,20.466,-88.914,-0.010,-0.000,121158.22000000002,0.934
-0.029,27.568,-74.936,0.000,0.006,230926.85000000006,0.929
-0.028,27.568,-71.366,0.000,0.011,171768.02,0.923
-0.027,34.302,-49.915,0.007,0.014,75206.01999999999,0.918
-0.025,34.302,-39.919,0.004,0.009,90666.76000000001,0.913
-0.024,30.964,-49.873,-0.004,0.006,106954.1,0.908
-0.024,25.575,-100.000,-0.016,-0.016,372649.19000000006,0.903
-0.025,23.393,-83.362,-0.017,-0.017,391993.2,0.898
-0.027,21.426,-100.000,-0.018,-0.024,347518.03,0.893
-0.027,21.426,-71.470,-0.012,-0.016,283865.88,0.888
-0.028,21.426,-71.470,-0.008,-0.004,121374.62,0.883
-0.028,21.426,-71.470,-0.005,0.010,330848.98000000004,0.878
-0.028,19.248,-85.735,-0.010,0.007,145010.64,0.872
-0.028,19.248,-85.735,-0.007,0.011,320666.94,0.867
-0.027,19.248,-85.735,-0.004,0.007,323025.16,0.862
-0.024,46.444,-28.675,0.023,0.031,359586.52999999997,0.857
-0.022,39.315,-57.205,0.002,0.008,1004479.4699999997,0.852
-0.017,57.087,-0.000,0.034,0.044,243926.87999999998,0.847
-0.011,61.885,-9.167,0.036,0.043,1661476.7000000002,0.842
-0.007,58.371,-18.241,0.017,0.022,507490.1,0.837
-0.003,58.371,-18.241,0.012,-0.012,193913.35,0.832
-0.002,54.764,-27.315,0.001,-0.001,506279.51,0.827
-0.001,51.347,-36.389,-0.006,-0.040,495659.38999999996,0.821
-0.000,51.347,-36.389,-0.004,-0.040,235476.34,0.816
-0.000,51.347,-36.389,-0.003,-0.020,157625.72,0.811
0.001,54.864,-27.315,0.005,-0.007,233440.86,0.806
0.002,54.864,-30.041,0.003,0.002,7381.68,0.801
0.003,54.864,-37.532,0.002,0.008,143303.85,0.796
0.003,54.864,-50.000,0.001,0.005,83081.80000000002,0.791
0.003,50.002,-66.610,-0.006,-0.003,294190.68,0.786
0.002,50.002,-66.610,-0.004,-0.009,101832.12,0.781
0.003,54.662,-50.000,0.004,0.001,180283.18,0.776
0.001,41.978,-100.000,-0.017,-0.019,540691.23,0.770
-0.002,36.001,-85.735,-0.024,-0.026,942001.1500000001,0.765
-0.004,40.559,-66.723,-0.010,-0.004,364970.42999999993,0.760
-0.008,32.973,-87.516,-0.026,-0.022,505358.89999999997,0.755
-0.010,37.190,-75.032,-0.011,-0.015,152505.04,0.750
-0.010,41.176,-62.548,-0.001,0.016,98482.28,0.745
-0.011,41.176,-62.548,-0.000,0.024,15286.1,0.740
-0.011,41.176,-62.548,-0.000,0.009,86094.98999999999,0.735
-0.011,41.176,-62.548,-0.000,0.026,15926.4,0.730
-0.011,41.176,-62.548,-0.000,0.011,11168.81,0.724
-0.011,41.176,-62.548,-0.000,0.001,47285.72,0.719
-0.012,34.371,-74.936,-0.013,-0.013,454899.16000000003,0.714
-0.012,39.734,-49.915,-0.002,-0.002,166694.38999999998,0.709
-0.013,33.787,-71.325,-0.015,-0.014,253820.74999999994,0.704
-0.014,33.787,-66.553,-0.010,-0.010,55570.91,0.699
-0.015,33.787,-66.553,-0.006,-0.006,154446.89,0.694
-0.015,39.447,-49.915,0.002,0.015,163245.50999999998,0.689
-0.014,39.447,-39.919,0.001,0.004,6061.92,0.684
-0.014,39.447,-39.919,0.001,0.016,165019.75,0.679
-0.012,45.287,-19.959,0.007,0.017,49040.67,0.673
-0.012,41.026,-39.919,-0.002,0.005,57786.7,0.668
-0.010,46.452,-19.959,0.005,0.003,60492.00000000001,0.663
-0.010,42.264,-39.919,-0.003,-0.004,352612.19999999995,0.658
-0.011,38.524,-49.873,-0.009,-0.009,253090.75,0.653
-0.012,35.140,-75.064,-0.012,-0.019,45236.009999999995,0.648
-0.013,32.132,-100.000,-0.015,-0.013,296591.67000000004,0.643
-0.014,32.132,-80.041,-0.010,-0.015,156389.93000000002,0.638
-0.014,38.262,-60.081,-0.000,0.003,29136.789999999997,0.633
-0.013,38.262,-60.081,-0.000,0.008,165233.96000000002,0.628
-0.012,44.170,-39.919,0.007,0.019,4055.8399999999997,0.622
-0.011,44.170,-39.919,0.004,0.019,14.16,0.617
-0.012,36.180,-80.041,-0.010,-0.000,261563.33999999997,0.612
-0.011,41.818,-60.081,-0.000,-0.000,59416.28,0.607
-0.011,41.818,-60.081,-0.000,-0.000,16975.07,0.602
-0.010,41.818,-50.127,-0.000,-0.007,11396.84,0.597
-0.010,41.818,-33.559,-0.000,-0.004,232857.52,0.592
-0.009,41.818,-33.559,-0.000,0.010,14465.22,0.587
-0.010,37.074,-66.780,-0.007,-0.006,145365.64999999997,0.582
-0.011,29.793,-100.000,-0.017,-0.017,212278.15,0.577
-0.013,29.793,-80.041,-0.012,-0.012,76479.8,0.571
-0.013,36.971,-60.081,-0.001,-0.001,146985.24000000002,0.566
-0.012,36.971,-60.081,-0.001,-0.001,134755.69,0.561
-0.011,49.052,-20.163,0.013,0.019,70656.78000000001,0.556
-0.011,40.659,-50.000,-0.005,0.013,33745.11,0.551
-0.009,49.892,-20.163,0.010,0.022,378705.35,0.546
-0.008,49.892,-20.163,0.007,0.008,1159.48,0.541
-0.006,49.892,-20.163,0.004,0.005,87459.87,0.536
-0.006,45.474,-40.122,-0.004,-0.016,43871.850000000006,0.531
-0.006,45.474,-40.122,-0.002,0.002,170787.32,0.526
-0.006,45.474,-40.122,-0.002,-0.012,73013.67,0.520
-0.006,40.945,-60.081,-0.008,-0.014,10710.0,0.515
-0.005,51.375,-25.191,0.008,0.004,145944.71,0.510
-0.005,46.914,-50.127,-0.001,0.002,264364.28,0.505
-0.005,42.901,-100.000,-0.007,-0.005,19035.0,0.500
-0.006,39.283,-100.000,-0.011,-0.010,32846.78,0.495
-0.008,36.012,-100.000,-0.014,-0.007,615283.7899999999,0.500
-0.008,45.743,-40.000,0.004,-0.004,264558.10000000003,0.491
-0.006,49.849,-20.000,0.009,0.010,252454.32,0.483
-0.005,49.849,-20.000,0.006,0.013,91930.62,0.474
-0.005,49.849,-20.000,0.004,0.015,296350.04000000004,0.465
-0.004,49.849,-33.447,0.003,0.017,490029.32,0.457
-0.003,49.849,-33.447,0.002,-0.002,1154804.2,0.448
-0.003,49.849,-33.447,0.001,-0.008,120944.86,0.439
-0.003,44.585,-50.085,-0.006,-0.012,429394.43999999994,0.430
-0.000,61.941,-0.000,0.022,0.018,259631.87,0.422
0.002,61.941,-12.484,0.015,0.012,432726.88,0.413
0.004,61.941,-12.484,0.010,0.008,91566.1,0.404
0.006,65.324,-0.000,0.013,0.012,125309.4,0.396
0.008,65.324,-0.000,0.009,0.015,25025.149999999998,0.387
0.007,54.159,-39.919,-0.007,-0.030,237444.55000000002,0.378
0.007,54.159,-39.919,-0.005,-0.020,48391.8,0.370
0.006,54.159,-39.919,-0.003,-0.013,122823.85,0.361
0.006,54.159,-39.919,-0.002,-0.015,8531.4,0.352
0.007,62.727,-0.000,0.012,0.003,118490.93,0.343
0.008,62.727,-0.000,0.008,0.015,69852.1,0.335
0.009,62.727,-0.000,0.005,0.010,10396.5,0.326
0.009,62.727,-0.000,0.003,0.007,7.1,0.317
0.009,62.727,-0.000,0.002,0.004,30940.8,0.309
0.010,67.172,-0.000,0.008,-0.004,390868.38999999996,0.300
0.010,67.172,-0.000,0.005,-0.002,256849.19,0.291
0.010,59.011,-33.333,-0.003,-0.008,42393.21,0.283
0.009,59.011,-33.333,-0.002,-0.005,302452.1599999999,0.274
0.009,59.011,-33.333,-0.001,-0.004,42418.0,0.265
0.009,59.011,-33.333,-0.001,-0.009,3841.1000000000004,0.257
0.007,50.723,-66.667,-0.007,-0.012,88753.59999999999,0.248
0.008,62.168,-33.333,0.008,0.011,253296.11,0.239
0.010,69.737,-0.000,0.019,0.021,616735.8700000001,0.230
0.011,69.737,-20.163,0.012,0.014,576108.92,0.222
0.013,72.912,-0.000,0.015,0.016,312897.24,0.213
0.013,65.511,-20.163,0.003,0.010,401262.77,0.204
0.013,65.511,-20.163,0.002,-0.006,15436.45,0.196
0.013,65.511,-20.163,0.001,-0.017,97431.42,0.187
0.013,65.511,-20.163,0.001,-0.011,87253.43,0.178
0.014,69.654,-0.000,0.007,-0.008,29645.230000000003,0.170
0.013,61.675,-20.163,-0.002,-0.005,7843.0,0.161
0.014,69.229,-0.000,0.012,0.010,257329.42999999996,0.152
0.014,62.617,-19.959,0.001,-0.000,40572.81,0.143
0.016,71.432,-0.000,0.021,0.020,478551.44000000006,0.135
0.017,65.857,-16.638,0.007,-0.000,10983.439999999999,0.126
0.018,70.770,-45.463,0.018,0.020,3809086.9700000007,0.117
0.019,65.681,-54.537,0.005,-0.007,399051.26999999996,0.109
